frame,hand,joint_id,x,y,z
516,Right,9,0.7568272352218628,0.577707052230835,-0.02399931102991104
516,Right,10,0.7266531586647034,0.5051915645599365,-0.03955938294529915
516,Right,11,0.7049974203109741,0.45588845014572144,-0.053710680454969406
516,Right,12,0.6859328150749207,0.4101164937019348,-0.06506527215242386
516,Right,13,0.793890655040741,0.5599957704544067,-0.033221300691366196
516,Right,14,0.7745133638381958,0.47951799631118774,-0.05322711914777756
516,Right,15,0.7607622742652893,0.424957811832428,-0.06620948761701584
516,Right,16,0.7460768818855286,0.3766869008541107,-0.0750914141535759
516,Right,17,0.8338680267333984,0.5610226988792419,-0.043628983199596405
516,Right,18,0.8344910144805908,0.48829028010368347,-0.062425121665000916
516,Right,19,0.8325518369674683,0.43656328320503235,-0.06967457383871078
516,Right,20,0.8277063369750977,0.38889068365097046,-0.07419591397047043
517,Right,0,0.8420603275299072,0.7153856754302979,4.16320148133309e-07
517,Right,1,0.7779920101165771,0.726850152015686,-0.02275140956044197
517,Right,2,0.7106040716171265,0.716627836227417,-0.03895198181271553
517,Right,3,0.6572553515434265,0.706138014793396,-0.053390663117170334
517,Right,4,0.6138820052146912,0.7031742334365845,-0.0687582865357399
517,Right,5,0.7196701169013977,0.6079111695289612,-0.03432090952992439
517,Right,6,0.6752061247825623,0.5493836998939514,-0.0550852045416832
517,Right,7,0.6469115614891052,0.5147416591644287,-0.06977967172861099
517,Right,8,0.6233731508255005,0.48216378688812256,-0.08088977634906769
517,Right,9,0.7530835270881653,0.568216860294342,-0.040072277188301086
517,Right,10,0.7167661786079407,0.4879026710987091,-0.05847227945923805
517,Right,11,0.6913776397705078,0.4371342658996582,-0.07218033075332642
517,Right,12,0.6698256134986877,0.3912825584411621,-0.08310544490814209
517,Right,13,0.7910834550857544,0.5498539209365845,-0.048233456909656525
517,Right,14,0.7670273184776306,0.4601636528968811,-0.07147853076457977
517,Right,15,0.7510485053062439,0.40358006954193115,-0.08441665023565292
517,Right,16,0.7347943782806396,0.35290563106536865,-0.09341242164373398
517,Right,17,0.8323404788970947,0.5494208335876465,-0.05742732062935829
517,Right,18,0.8323826789855957,0.47487491369247437,-0.07982853055000305
517,Right,19,0.8295586705207825,0.42505788803100586,-0.08758710324764252
517,Right,20,0.8237124681472778,0.38084298372268677,-0.09245971590280533
518,Right,0,0.8229193687438965,0.6810856461524963,4.774315129907336e-07
518,Right,1,0.7542151212692261,0.6856863498687744,-0.01801581121981144
518,Right,2,0.6863370537757874,0.6727627515792847,-0.02947380021214485
518,Right,3,0.6349194049835205,0.6614017486572266,-0.04079115018248558
518,Right,4,0.5938854217529297,0.6652072668075562,-0.05289742350578308
518,Right,5,0.6878608465194702,0.5495795607566833,-0.014590831473469734
518,Right,6,0.6398400068283081,0.49577873945236206,-0.030436916276812553
518,Right,7,0.6090428829193115,0.46063321828842163,-0.04500056430697441
518,Right,8,0.5838613510131836,0.42788171768188477,-0.05671980604529381
518,Right,9,0.7183993458747864,0.5108270049095154,-0.0212375670671463
518,Right,10,0.680137574672699,0.43421226739883423,-0.03423415496945381
518,Right,11,0.655781090259552,0.38482216000556946,-0.047667693346738815
518,Right,12,0.6357468366622925,0.34149226546287537,-0.058646805584430695
518,Right,13,0.7540906667709351,0.4914036989212036,-0.031214216724038124
518,Right,14,0.7298729419708252,0.40819352865219116,-0.04883867874741554
518,Right,15,0.7138049006462097,0.35629022121429443,-0.0618073046207428
518,Right,16,0.6985024213790894,0.31057116389274597,-0.07150056213140488
518,Right,17,0.794513463973999,0.4904628396034241,-0.04271034896373749
518,Right,18,0.7947180867195129,0.4233090579509735,-0.060454584658145905
518,Right,19,0.7926208972930908,0.3771906793117523,-0.06805035471916199
518,Right,20,0.7884762287139893,0.3344593346118927,-0.07328469306230545
519,Right,0,0.8143725395202637,0.670028030872345,3.8696438764418417e-07
519,Right,1,0.7525724172592163,0.6824923157691956,-0.021631572395563126
519,Right,2,0.6853222846984863,0.6713078022003174,-0.03632713481783867
519,Right,3,0.6339241862297058,0.6601424813270569,-0.04960547015070915
519,Right,4,0.5934261679649353,0.6642086505889893,-0.063736692070961
519,Right,5,0.6870402693748474,0.5482437014579773,-0.029932601377367973
519,Right,6,0.6364753842353821,0.4918474853038788,-0.049500733613967896
519,Right,7,0.6051716804504395,0.457303524017334,-0.06420177221298218
519,Right,8,0.5803959369659424,0.4252249598503113,-0.07563547044992447
519,Right,9,0.7171086668968201,0.5106501579284668,-0.03559744730591774
519,Right,10,0.6785075664520264,0.43152594566345215,-0.052027326077222824
519,Right,11,0.6550136804580688,0.3830820918083191,-0.06517288088798523
519,Right,12,0.6364002227783203,0.3412758708000183,-0.0756789892911911
519,Right,13,0.7535120844841003,0.49251633882522583,-0.043933384120464325
519,Right,14,0.7263456583023071,0.4073601961135864,-0.06413602083921432
519,Right,15,0.7109916806221008,0.35486823320388794,-0.0771007239818573
519,Right,16,0.6967468857765198,0.30875101685523987,-0.08670122921466827
519,Right,17,0.7938674688339233,0.4912964403629303,-0.05375349894165993
519,Right,18,0.7933857440948486,0.42282116413116455,-0.07392681390047073
519,Right,19,0.7925829291343689,0.3764023184776306,-0.08224380761384964
519,Right,20,0.7903101444244385,0.3349308371543884,-0.08784265071153641
520,Right,0,0.7970309853553772,0.6396101117134094,4.287941806069284e-07
520,Right,1,0.7351953983306885,0.6560359597206116,-0.02125655673444271
520,Right,2,0.669523298740387,0.6444344520568848,-0.03386125713586807
520,Right,3,0.6198971271514893,0.6316976547241211,-0.045183438807725906
520,Right,4,0.5807023644447327,0.6353384852409363,-0.05745478346943855
520,Right,5,0.6675997376441956,0.5213186740875244,-0.02310473844408989
520,Right,6,0.620882511138916,0.47071582078933716,-0.03974408283829689
520,Right,7,0.5916230082511902,0.4377199113368988,-0.054094620048999786
520,Right,8,0.5677333474159241,0.40645700693130493,-0.06578388065099716
520,Right,9,0.6950806975364685,0.4812542796134949,-0.028010334819555283
520,Right,10,0.6542446613311768,0.4038464426994324,-0.041229743510484695
520,Right,11,0.6277597546577454,0.3559231162071228,-0.054078422486782074
520,Right,12,0.6057218313217163,0.31462353467941284,-0.06486551463603973
520,Right,13,0.7302101254463196,0.4617186188697815,-0.03579772636294365
520,Right,14,0.7022027373313904,0.3782576620578766,-0.053384341299533844
520,Right,15,0.6839413046836853,0.3277271091938019,-0.06664495170116425
520,Right,16,0.6668012738227844,0.2825342118740082,-0.07692661136388779
520,Right,17,0.7710267901420593,0.459687739610672,-0.045251358300447464
520,Right,18,0.7693642973899841,0.39386898279190063,-0.06366275995969772
520,Right,19,0.7674268484115601,0.3503403067588806,-0.07195326685905457
520,Right,20,0.7639061212539673,0.3106369078159332,-0.07787108421325684
521,Left,0,0.20467689633369446,0.6218375563621521,2.785272670280392e-07
521,Left,1,0.26294833421707153,0.6360390186309814,-0.024219173938035965
521,Left,2,0.3220198154449463,0.6249816417694092,-0.03437631577253342
521,Left,3,0.36842164397239685,0.6231089234352112,-0.04400653764605522
521,Left,4,0.4030192494392395,0.6381548047065735,-0.05463213846087456
521,Left,5,0.3184162676334381,0.49503934383392334,-0.023627636954188347
521,Left,6,0.36087772250175476,0.44010522961616516,-0.04051047936081886
521,Left,7,0.38583919405937195,0.40753743052482605,-0.05450275540351868
521,Left,8,0.4076233506202698,0.3770741820335388,-0.06571786850690842
521,Left,9,0.29099905490875244,0.459219366312027,-0.026043247431516647
521,Left,10,0.32797881960868835,0.3855530023574829,-0.041597720235586166
521,Left,11,0.34958142042160034,0.34048348665237427,-0.055937569588422775
521,Left,12,0.36658361554145813,0.299352765083313,-0.06718354672193527
521,Left,13,0.2583589553833008,0.4441758990287781,-0.03127435967326164
521,Left,14,0.28142082691192627,0.3685035705566406,-0.04819665849208832
521,Left,15,0.29431456327438354,0.3196728825569153,-0.06201974302530289
521,Left,16,0.3060855567455292,0.2765389084815979,-0.0720759779214859
521,Left,17,0.2218061089515686,0.4462905526161194,-0.03898223489522934
521,Left,18,0.2256976217031479,0.38447171449661255,-0.05581539869308472
521,Left,19,0.22840261459350586,0.34397760033607483,-0.06464816629886627
521,Left,20,0.23347288370132446,0.30675143003463745,-0.0706838071346283
521,Right,0,0.7812277674674988,0.6102216243743896,4.2993511328859313e-07
521,Right,1,0.7202985882759094,0.6336228251457214,-0.020501917228102684
521,Right,2,0.6565219759941101,0.6271935701370239,-0.03207017481327057
521,Right,3,0.6091723442077637,0.618208110332489,-0.0424252487719059
521,Right,4,0.5720771551132202,0.6248555779457092,-0.05364830791950226
521,Right,5,0.6477262377738953,0.5015040636062622,-0.01967337168753147
521,Right,6,0.6018190383911133,0.4518418312072754,-0.03401739150285721
521,Right,7,0.5730397701263428,0.4208930432796478,-0.04711446538567543
521,Right,8,0.548527181148529,0.39316123723983765,-0.05815112218260765
521,Right,9,0.6739388108253479,0.4615548849105835,-0.02440648153424263
521,Right,10,0.633637011051178,0.3863687515258789,-0.03615407645702362
521,Right,11,0.6074027419090271,0.3407464027404785,-0.04873982444405556
521,Right,12,0.5846560001373291,0.30269762873649597,-0.059378910809755325
521,Right,13,0.7077008485794067,0.4420721232891083,-0.03217398375272751
521,Right,14,0.6783432364463806,0.36149901151657104,-0.049360569566488266
521,Right,15,0.6601846218109131,0.31200793385505676,-0.06399013102054596
521,Right,16,0.6419486403465271,0.2681097984313965,-0.07518408447504044
521,Right,17,0.7470327615737915,0.43923354148864746,-0.041453536599874496
521,Right,18,0.7460128664970398,0.3738367557525635,-0.060253534466028214
521,Right,19,0.7446920871734619,0.3298419713973999,-0.07000385969877243
521,Right,20,0.7407357692718506,0.28970879316329956,-0.07699209451675415
522,Left,0,0.21281835436820984,0.6182711124420166,5.071601094641665e-07
522,Left,1,0.27097010612487793,0.6310506463050842,-0.027412906289100647
522,Left,2,0.32661834359169006,0.6222938895225525,-0.042532917112112045
522,Left,3,0.3719228208065033,0.6183640956878662,-0.056249748915433884
522,Left,4,0.4058734178543091,0.631255030632019,-0.07063227146863937
522,Left,5,0.3240872323513031,0.4901973009109497,-0.029841348528862
522,Left,6,0.3670687973499298,0.4399750828742981,-0.04882565140724182
522,Left,7,0.39229801297187805,0.40596601366996765,-0.06430856138467789
522,Left,8,0.41320353746414185,0.3742007613182068,-0.07586575299501419
522,Left,9,0.29557761549949646,0.45497673749923706,-0.03070538118481636
522,Left,10,0.33059120178222656,0.38122233748435974,-0.04674787074327469
522,Left,11,0.35110220313072205,0.33521097898483276,-0.060153428465127945
522,Left,12,0.366518497467041,0.29473352432250977,-0.07016563415527344
522,Left,13,0.2620881199836731,0.4413611888885498,-0.03435702994465828
522,Left,14,0.2833360433578491,0.364900678396225,-0.050582822412252426
522,Left,15,0.29509496688842773,0.315589040517807,-0.06341017037630081
522,Left,16,0.30564308166503906,0.27183806896209717,-0.07236802577972412
522,Left,17,0.224495068192482,0.44582289457321167,-0.04059753566980362
522,Left,18,0.22579675912857056,0.38458219170570374,-0.0559074729681015
522,Left,19,0.22773583233356476,0.345253586769104,-0.06326620280742645
522,Left,20,0.23213671147823334,0.30881235003471375,-0.06783971190452576
522,Right,0,0.779486894607544,0.6031268835067749,3.8384155232051853e-07
522,Right,1,0.721408486366272,0.6292474269866943,-0.02044064551591873
522,Right,2,0.6577379107475281,0.6250591278076172,-0.030169902369379997
522,Right,3,0.6098466515541077,0.6139149069786072,-0.038741335272789
522,Right,4,0.5738531351089478,0.6202912330627441,-0.04824956879019737
522,Right,5,0.6461099982261658,0.4991513192653656,-0.019661592319607735
522,Right,6,0.5996292233467102,0.4501764178276062,-0.03392530605196953
522,Right,7,0.5706212520599365,0.4191109538078308,-0.046445541083812714
522,Right,8,0.5461063385009766,0.3912559449672699,-0.05699942260980606
522,Right,9,0.6718018651008606,0.4572827219963074,-0.02409139834344387
522,Right,10,0.6321467757225037,0.3834741711616516,-0.03535255789756775
522,Right,11,0.60662442445755,0.3378993272781372,-0.0476427860558033
522,Right,12,0.5848945379257202,0.29941076040267944,-0.05793327838182449
522,Right,13,0.7051696181297302,0.4360688328742981,-0.03154227137565613
522,Right,14,0.6787796020507812,0.356886088848114,-0.04872269928455353
522,Right,15,0.6619142293930054,0.30779772996902466,-0.06424624472856522
522,Right,16,0.645429253578186,0.2657877802848816,-0.07589101046323776
522,Right,17,0.7436232566833496,0.43263301253318787,-0.04049554467201233
522,Right,18,0.7456702589988708,0.3701167404651642,-0.06008877605199814
522,Right,19,0.7453188300132751,0.328518807888031,-0.0709180012345314
522,Right,20,0.7426474094390869,0.29090332984924316,-0.07840273529291153
523,Left,0,0.2129994034767151,0.6183084845542908,5.08038738189498e-07
523,Left,1,0.27178362011909485,0.6308218836784363,-0.02730918861925602
523,Left,2,0.3268517851829529,0.6231018900871277,-0.04277719929814339
523,Left,3,0.3725471496582031,0.6184415817260742,-0.05699939280748367
523,Left,4,0.4076720178127289,0.6293898820877075,-0.07177340239286423
523,Left,5,0.3232521414756775,0.49004825949668884,-0.02790760062634945
523,Left,6,0.36597394943237305,0.4395555853843689,-0.047202784568071365
523,Left,7,0.39192280173301697,0.40542829036712646,-0.06318879127502441
523,Left,8,0.4133036434650421,0.37398985028266907,-0.07498201727867126
523,Left,9,0.2949920892715454,0.4555439352989197,-0.02893476001918316
523,Left,10,0.32981592416763306,0.3819495737552643,-0.045235227793455124
523,Left,11,0.3505183756351471,0.33523091673851013,-0.059029001742601395
523,Left,12,0.36605095863342285,0.2946833074092865,-0.06931202858686447
523,Left,13,0.2618526816368103,0.442295104265213,-0.03298831731081009
523,Left,14,0.2829371988773346,0.3663603663444519,-0.04955320432782173
523,Left,15,0.29526326060295105,0.3165311813354492,-0.06253568828105927
523,Left,16,0.30602240562438965,0.27312880754470825,-0.07149720191955566
523,Left,17,0.22478047013282776,0.4464661478996277,-0.03964883089065552
523,Left,18,0.22621768712997437,0.3850190043449402,-0.05516919493675232
523,Left,19,0.22826513648033142,0.3444923758506775,-0.06262048333883286
523,Left,20,0.2323010265827179,0.3070107698440552,-0.06720983982086182
523,Right,0,0.7789660096168518,0.6051731705665588,3.7681522258026234e-07
523,Right,1,0.7197526693344116,0.6292639970779419,-0.020275304093956947
523,Right,2,0.6559642553329468,0.6232478022575378,-0.02964424341917038
523,Right,3,0.6082247495651245,0.6132620573043823,-0.038035109639167786
523,Right,4,0.5724835395812988,0.6200444102287292,-0.04735734686255455
523,Right,5,0.6463770270347595,0.499057799577713,-0.018120380118489265
523,Right,6,0.6001163721084595,0.45011213421821594,-0.032815687358379364
523,Right,7,0.5707682371139526,0.4189717471599579,-0.0457901805639267
523,Right,8,0.5460656881332397,0.39138108491897583,-0.05666268989443779
523,Right,9,0.672277569770813,0.4575291872024536,-0.022816693410277367
523,Right,10,0.6326195001602173,0.38422682881355286,-0.03489713370800018
523,Right,11,0.6070930361747742,0.3385104537010193,-0.047967635095119476
523,Right,12,0.5855216979980469,0.30026674270629883,-0.058646976947784424
523,Right,13,0.7054639458656311,0.43591415882110596,-0.030663810670375824
523,Right,14,0.6786153316497803,0.35685575008392334,-0.048729781061410904
523,Right,15,0.662070095539093,0.30782583355903625,-0.06460049003362656
523,Right,16,0.6459100842475891,0.26615214347839355,-0.07625703513622284
523,Right,17,0.7437363266944885,0.43175819516181946,-0.04000446945428848
523,Right,18,0.7455057501792908,0.3698064684867859,-0.060484472662210464
523,Right,19,0.7456203103065491,0.32839035987854004,-0.07168694585561752
523,Right,20,0.743387758731842,0.29138702154159546,-0.07927151769399643
524,Left,0,0.21563413739204407,0.6154423952102661,5.234101081441622e-07
524,Left,1,0.27345359325408936,0.6293730139732361,-0.028839780017733574
524,Left,2,0.3283962905406952,0.6218613982200623,-0.04515242576599121
524,Left,3,0.37426209449768066,0.6171438097953796,-0.05995333939790726
524,Left,4,0.4097316861152649,0.6288772821426392,-0.07521902024745941
524,Left,5,0.3261164724826813,0.48759913444519043,-0.02971053123474121
524,Left,6,0.3701646327972412,0.4395594000816345,-0.04954735189676285
524,Left,7,0.39675775170326233,0.40645062923431396,-0.06594911217689514
524,Left,8,0.41867366433143616,0.37543901801109314,-0.07807607203722
524,Left,9,0.2977226674556732,0.45273977518081665,-0.030380435287952423
524,Left,10,0.3323512673377991,0.3789348304271698,-0.047287676483392715
524,Left,11,0.3525411784648895,0.33194655179977417,-0.06126287579536438
524,Left,12,0.36760377883911133,0.29078811407089233,-0.07155981659889221
524,Left,13,0.2645249664783478,0.4401829242706299,-0.03414033353328705
524,Left,14,0.28579023480415344,0.36413002014160156,-0.051281239837408066
524,Left,15,0.29829058051109314,0.3146345615386963,-0.0641334056854248
524,Left,16,0.3093492388725281,0.27097636461257935,-0.07285851985216141
524,Left,17,0.22748833894729614,0.44578585028648376,-0.04065827652812004
524,Left,18,0.22842071950435638,0.3842865824699402,-0.05665254592895508
524,Left,19,0.22983640432357788,0.3437255918979645,-0.06392049789428711
524,Left,20,0.23316526412963867,0.30601298809051514,-0.06823533028364182
524,Right,0,0.7748198509216309,0.6014501452445984,3.765199778626993e-07
524,Right,1,0.718039870262146,0.6267478466033936,-0.02103683538734913
524,Right,2,0.6556715965270996,0.6216697096824646,-0.031088875606656075
524,Right,3,0.6082559823989868,0.6120941638946533,-0.03995570167899132
524,Right,4,0.5723122358322144,0.6182419061660767,-0.049789536744356155
524,Right,5,0.6436725854873657,0.49604329466819763,-0.01945030316710472
524,Right,6,0.5972981452941895,0.44917818903923035,-0.03383771330118179
524,Right,7,0.5681353807449341,0.42053133249282837,-0.04661970213055611
524,Right,8,0.5432752370834351,0.39485302567481995,-0.057225558906793594
524,Right,9,0.6692339777946472,0.45503485202789307,-0.023551056161522865
524,Right,10,0.6302179098129272,0.38103267550468445,-0.03482554852962494
524,Right,11,0.6047309041023254,0.3366178274154663,-0.047072771936655045
524,Right,12,0.5830843448638916,0.29990893602371216,-0.05715453252196312
524,Right,13,0.7024152278900146,0.4343983829021454,-0.03081807866692543
524,Right,14,0.6757557392120361,0.3554232120513916,-0.04816944897174835
524,Right,15,0.6593182682991028,0.3069637417793274,-0.0635460764169693
524,Right,16,0.6430459022521973,0.26560401916503906,-0.07485342770814896
524,Right,17,0.7404322028160095,0.4309194087982178,-0.03964059799909592
524,Right,18,0.7416506409645081,0.367879718542099,-0.05937357619404793
524,Right,19,0.74209064245224,0.32689324021339417,-0.06993912905454636
524,Right,20,0.7402925491333008,0.2904443144798279,-0.07704539597034454
525,Left,0,0.22146689891815186,0.6139808893203735,5.356896508601494e-07
525,Left,1,0.27954813838005066,0.6275960803031921,-0.02856943942606449
525,Left,2,0.3334973156452179,0.6199397444725037,-0.04526761174201965
525,Left,3,0.37845200300216675,0.6158655881881714,-0.06035417690873146
525,Left,4,0.4136034846305847,0.6283605098724365,-0.07600531727075577
525,Left,5,0.3308594226837158,0.4861275851726532,-0.03199821338057518
525,Left,6,0.37636345624923706,0.44064897298812866,-0.052347127348184586
525,Left,7,0.4035850465297699,0.407991886138916,-0.06878509372472763
525,Left,8,0.4253721833229065,0.377250999212265,-0.0808163732290268
525,Left,9,0.3023415207862854,0.4512374997138977,-0.033002592623233795
525,Left,10,0.3385921120643616,0.37808308005332947,-0.050147976726293564
525,Left,11,0.3587729036808014,0.3310418128967285,-0.06375199556350708
525,Left,12,0.37306687235832214,0.2894318103790283,-0.07380448281764984
525,Left,13,0.2685718238353729,0.4389376640319824,-0.03690847381949425
525,Left,14,0.29012367129325867,0.3639940619468689,-0.05405808240175247
525,Left,15,0.3028773069381714,0.31408318877220154,-0.06667608767747879
525,Left,16,0.31349703669548035,0.27003341913223267,-0.07532040774822235
525,Left,17,0.2305527776479721,0.4447557330131531,-0.04346736520528793
525,Left,18,0.2301330268383026,0.38292089104652405,-0.059355322271585464
525,Left,19,0.23131240904331207,0.3416895568370819,-0.06635819375514984
525,Left,20,0.2340770661830902,0.3034000098705292,-0.07054231315851212
525,Right,0,0.7708403468132019,0.5992928743362427,3.516087190291728e-07
525,Right,1,0.7143823504447937,0.624896764755249,-0.019324272871017456
525,Right,2,0.6523491740226746,0.6199952363967896,-0.02855854108929634
525,Right,3,0.6064842343330383,0.6108114123344421,-0.03682856261730194
525,Right,4,0.571109414100647,0.6175423264503479,-0.046087585389614105
525,Right,5,0.6402470469474792,0.4942620098590851,-0.0178834218531847
525,Right,6,0.5943886041641235,0.4493509829044342,-0.03131178766489029
525,Right,7,0.5654890537261963,0.4215371608734131,-0.043486230075359344
525,Right,8,0.5407196283340454,0.3969796597957611,-0.05376295745372772
525,Right,9,0.6661792397499084,0.4545445740222931,-0.02257162518799305
525,Right,10,0.6279802322387695,0.38216260075569153,-0.033245496451854706
525,Right,11,0.602638840675354,0.3384626805782318,-0.04536449909210205
525,Right,12,0.5809217691421509,0.3021624982357025,-0.055462125688791275
525,Right,13,0.6994678974151611,0.4345744252204895,-0.030210930854082108
525,Right,14,0.6731963753700256,0.35641148686408997,-0.04675839841365814
525,Right,15,0.6565973162651062,0.3087969422340393,-0.06194233149290085
525,Right,16,0.6400131583213806,0.2681299149990082,-0.07331828027963638
525,Right,17,0.737734317779541,0.43146446347236633,-0.0392695814371109
525,Right,18,0.739517867565155,0.3692980706691742,-0.0583077073097229
525,Right,19,0.7397599816322327,0.3284848928451538,-0.0688551589846611
525,Right,20,0.7378110885620117,0.29194778203964233,-0.07611081004142761
526,Left,0,0.22143498063087463,0.6138618588447571,5.225900281402573e-07
526,Left,1,0.28020957112312317,0.6267052888870239,-0.027667075395584106
526,Left,2,0.33486223220825195,0.6194427609443665,-0.04396640136837959
526,Left,3,0.3800221085548401,0.6154928207397461,-0.058900028467178345
526,Left,4,0.41476666927337646,0.6289273500442505,-0.07441634684801102
526,Left,5,0.331251859664917,0.48627251386642456,-0.029900457710027695
526,Left,6,0.3764277398586273,0.44041112065315247,-0.050060614943504333
526,Left,7,0.40376341342926025,0.40843576192855835,-0.06657356023788452
526,Left,8,0.42587122321128845,0.3786340057849884,-0.07858344912528992
526,Left,9,0.30252838134765625,0.451667845249176,-0.031121065840125084
526,Left,10,0.33882585167884827,0.3791390061378479,-0.047978904098272324
526,Left,11,0.3591175377368927,0.3324562907218933,-0.06163135543465614
526,Left,12,0.37359368801116943,0.2920118570327759,-0.07175207883119583
526,Left,13,0.2688179612159729,0.4389088451862335,-0.03530679643154144
526,Left,14,0.2907976508140564,0.3640478551387787,-0.05230867490172386
526,Left,15,0.3033730685710907,0.3143274486064911,-0.06490308046340942
526,Left,16,0.3137993812561035,0.27142268419265747,-0.07347657531499863
526,Left,17,0.23105040192604065,0.4441604018211365,-0.042076800018548965
526,Left,18,0.23042403161525726,0.38164761662483215,-0.05789885297417641
526,Left,19,0.23131826519966125,0.34025800228118896,-0.06487802416086197
526,Left,20,0.23367634415626526,0.30228179693222046,-0.0689716637134552
526,Right,0,0.7709941864013672,0.6000336408615112,3.3963647183554713e-07
